2018-05-30T09:21:45+08:00,103.61422,1.25357
2018-05-30T09:21:45+08:00,103.61424,1.25912
2018-05-30T09:21:45+08:00,103.62461,1.3033
2018-05-30T09:21:45+08:00,103.62523,1.30435
2018-05-30T09:21:45+08:00,103.6258,1.28917
2018-05-30T09:21:45+08:00,103.6296,1.30152
2018-05-30T09:21:45+08:00,103.62992,1.30242
2018-05-30T09:21:45+08:00,103.63332,1.32507
2018-05-30T09:21:45+08:00,103.63334,1.32385
2018-05-30T09:21:45+08:00,103.63373,1.31224
2018-05-30T09:21:45+08:00,103.63488,1.31531
2018-05-30T09:21:45+08:00,103.635013833333,1.33431666666667
2018-05-30T09:21:45+08:00,103.63513,1.30014
2018-05-30T09:21:45+08:00,103.6353,1.32699
2018-05-30T09:21:45+08:00,103.63649,1.31851
2018-05-30T09:21:45+08:00,103.63759,1.30027
2018-05-30T09:21:45+08:00,103.63833,1.33211
2018-05-30T09:21:45+08:00,103.638531,1.3311825
2018-05-30T09:21:45+08:00,103.63866,1.3305
2018-05-30T09:21:45+08:00,103.6388,1.32764
2018-05-30T09:21:45+08:00,103.6391,1.34588
2018-05-30T09:21:45+08:00,103.6401,1.32901
2018-05-30T09:21:45+08:00,103.64038,1.31723
2018-05-30T09:21:45+08:00,103.64068,1.329
2018-05-30T09:21:45+08:00,103.64071,1.32897
2018-05-30T09:21:45+08:00,103.6415,1.31611
2018-05-30T09:21:45+08:00,103.64179,1.3285
2018-05-30T09:21:45+08:00,103.6421,1.33521
2018-05-30T09:21:45+08:00,103.64238,1.32914
2018-05-30T09:21:45+08:00,103.64353,1.29265
2018-05-30T09:21:45+08:00,103.6447,1.33376
2018-05-30T09:21:45+08:00,103.645516166667,1.3400755
2018-05-30T09:21:45+08:00,103.64601,1.32402
2018-05-30T09:21:45+08:00,103.64668,1.33871
2018-05-30T09:21:45+08:00,103.64681,1.3386
2018-05-30T09:21:45+08:00,103.64685,1.32293
2018-05-30T09:21:45+08:00,103.64714,1.3231
2018-05-30T09:21:45+08:00,103.64726,1.33848
2018-05-30T09:21:45+08:00,103.64829,1.30954
2018-05-30T09:21:45+08:00,103.64851,1.31913
2018-05-30T09:21:45+08:00,103.6492,1.33682
2018-05-30T09:21:45+08:00,103.64944,1.32102
2018-05-30T09:21:45+08:00,103.64945,1.32115
2018-05-30T09:21:45+08:00,103.6498,1.336088
2018-05-30T09:21:45+08:00,103.6499,1.32053
2018-05-30T09:21:45+08:00,103.65162,1.31865
2018-05-30T09:21:45+08:00,103.65174,1.32223
2018-05-30T09:21:45+08:00,103.65184,1.31705
2018-05-30T09:21:45+08:00,103.65187,1.33425
2018-05-30T09:21:45+08:00,103.65201,1.33412
2018-05-30T09:21:45+08:00,103.6545,1.31608
2018-05-30T09:21:45+08:00,103.65486,1.32303
2018-05-30T09:21:45+08:00,103.6553,1.3153
2018-05-30T09:21:45+08:00,103.656155,1.3143125
2018-05-30T09:21:45+08:00,103.65644,1.32184
2018-05-30T09:21:45+08:00,103.65728,1.31334
2018-05-30T09:21:45+08:00,103.65747,1.31651
2018-05-30T09:21:45+08:00,103.65755,1.32047
